case_id,conflict_idx,condition,n_tokens,errored
0xe9bafb992a6839fb,1,no-skill,340,0
0xe9bafb992a6839fb,1,skill-v1-sys,664,0
0xe9bafb992a6839fb,1,skill-v1-user,685,0
0xd8f33d4b15795143,1,no-skill,555,0
0xd8f33d4b15795143,1,skill-v1-sys,879,0
0xd8f33d4b15795143,1,skill-v1-user,900,0
0x66e91cb95b58128d,1,no-skill,569,0
0x66e91cb95b58128d,1,skill-v1-sys,893,0
0x66e91cb95b58128d,1,skill-v1-user,914,0
0xd378c604db6de2ae,1,no-skill,824,0
0xd378c604db6de2ae,1,skill-v1-sys,1148,0
0xd378c604db6de2ae,1,skill-v1-user,1169,0
0x7d07c7b33897b331,1,no-skill,1132,0
0x7d07c7b33897b331,1,skill-v1-sys,1456,0
0x7d07c7b33897b331,1,skill-v1-user,1477,0
0xf4c2b5d7c49e2098,1,no-skill,697,0
0xf4c2b5d7c49e2098,1,skill-v1-sys,1021,0
0xf4c2b5d7c49e2098,1,skill-v1-user,1042,0
0x2cef937c9687467c,1,no-skill,676,0
0x2cef937c9687467c,1,skill-v1-sys,1000,0
0x2cef937c9687467c,1,skill-v1-user,1021,0
0x18ffa450ea8d9dfe,1,no-skill,504,0
0x18ffa450ea8d9dfe,1,skill-v1-sys,828,0
0x18ffa450ea8d9dfe,1,skill-v1-user,849,0
0x7a3e7d6567afcc43,1,no-skill,454,0
0x7a3e7d6567afcc43,1,skill-v1-sys,778,0
0x7a3e7d6567afcc43,1,skill-v1-user,799,0
0xaec9ab648bedf12d,1,no-skill,361,0
0xaec9ab648bedf12d,1,skill-v1-sys,685,0
0xaec9ab648bedf12d,1,skill-v1-user,706,0
0xe454de8ed0011f7e,1,no-skill,617,0
0xe454de8ed0011f7e,1,skill-v1-sys,941,0
0xe454de8ed0011f7e,1,skill-v1-user,962,0
0x5d3a167d790a05b7,1,no-skill,661,0
0x5d3a167d790a05b7,1,skill-v1-sys,985,0
0x5d3a167d790a05b7,1,skill-v1-user,1006,0
0xc7b21b18569ab9f0,1,no-skill,502,0
0xc7b21b18569ab9f0,1,skill-v1-sys,826,0
0xc7b21b18569ab9f0,1,skill-v1-user,847,0
0xdd5f16d21e352f04,1,no-skill,500,0
0xdd5f16d21e352f04,1,skill-v1-sys,824,0
0xdd5f16d21e352f04,1,skill-v1-user,845,0
0xdf595fd754e21ad3,1,no-skill,487,0
0xdf595fd754e21ad3,1,skill-v1-sys,811,0
0xdf595fd754e21ad3,1,skill-v1-user,832,0
0x14de6480b6c4d2ce,1,no-skill,588,0
0x14de6480b6c4d2ce,1,skill-v1-sys,912,0
0x14de6480b6c4d2ce,1,skill-v1-user,933,0
0x45b9c868643a560c,1,no-skill,1641,0
0x45b9c868643a560c,1,skill-v1-sys,1965,0
0x45b9c868643a560c,1,skill-v1-user,1986,0
0x2975a2068e14d825,1,no-skill,783,0
0x2975a2068e14d825,1,skill-v1-sys,1107,0
0x2975a2068e14d825,1,skill-v1-user,1128,0
0x8e7f776312707e91,1,no-skill,1169,0
0x8e7f776312707e91,1,skill-v1-sys,1493,0
0x8e7f776312707e91,1,skill-v1-user,1514,0
0x1a03d952b325ccfb,1,no-skill,494,0
0x1a03d952b325ccfb,1,skill-v1-sys,818,0
0x1a03d952b325ccfb,1,skill-v1-user,839,0
0x10d5d025717c058e,1,no-skill,443,0
0x10d5d025717c058e,1,skill-v1-sys,767,0
0x10d5d025717c058e,1,skill-v1-user,788,0
0xc87018af8f89838,1,no-skill,1101,0
0xc87018af8f89838,1,skill-v1-sys,1425,0
0xc87018af8f89838,1,skill-v1-user,1446,0
0xf4f8701689c10c55,1,no-skill,401,0
0xf4f8701689c10c55,1,skill-v1-sys,725,0
0xf4f8701689c10c55,1,skill-v1-user,746,0
0xcd9209dddef3598d,1,no-skill,506,0
0xcd9209dddef3598d,1,skill-v1-sys,830,0
0xcd9209dddef3598d,1,skill-v1-user,851,0
0x799872f0a75c3032,1,no-skill,643,0
0x799872f0a75c3032,1,skill-v1-sys,967,0
0x799872f0a75c3032,1,skill-v1-user,988,0
0xab41f9e9311e1014,1,no-skill,3629,0
0xab41f9e9311e1014,1,skill-v1-sys,3953,0
0xab41f9e9311e1014,1,skill-v1-user,3974,0
0x324d824cebbc01f8,1,no-skill,896,0
0x324d824cebbc01f8,1,skill-v1-sys,1220,0
0x324d824cebbc01f8,1,skill-v1-user,1241,0
0x813ad343ef45937e,1,no-skill,594,0
0x813ad343ef45937e,1,skill-v1-sys,918,0
0x813ad343ef45937e,1,skill-v1-user,939,0
0xd423e4daee16c8b0,1,no-skill,418,0
0xd423e4daee16c8b0,1,skill-v1-sys,742,0
0xd423e4daee16c8b0,1,skill-v1-user,763,0
0x811c68eeeb582089,1,no-skill,346,0
0x811c68eeeb582089,1,skill-v1-sys,670,0
0x811c68eeeb582089,1,skill-v1-user,691,0
0x94f3c9f77e8f25e0,1,no-skill,594,0
0x94f3c9f77e8f25e0,1,skill-v1-sys,918,0
0x94f3c9f77e8f25e0,1,skill-v1-user,939,0
0x9e6cacb6566cf52f,1,no-skill,1525,0
0x9e6cacb6566cf52f,1,skill-v1-sys,1849,0
0x9e6cacb6566cf52f,1,skill-v1-user,1870,0
0x433f942dfd7fe257,1,no-skill,434,0
0x433f942dfd7fe257,1,skill-v1-sys,758,0
0x433f942dfd7fe257,1,skill-v1-user,779,0
0x2843348285928d3,1,no-skill,478,0
0x2843348285928d3,1,skill-v1-sys,802,0
0x2843348285928d3,1,skill-v1-user,823,0
0xdf40084740b2ebc3,1,no-skill,429,0
0xdf40084740b2ebc3,1,skill-v1-sys,753,0
0xdf40084740b2ebc3,1,skill-v1-user,774,0
0xcc9450a8ad284e2d,1,no-skill,390,0
0xcc9450a8ad284e2d,1,skill-v1-sys,714,0
0xcc9450a8ad284e2d,1,skill-v1-user,735,0
0x478f06342826576a,1,no-skill,417,0
0x478f06342826576a,1,skill-v1-sys,741,0
0x478f06342826576a,1,skill-v1-user,762,0
0x74690cbd4a1663f3,1,no-skill,569,0
0x74690cbd4a1663f3,1,skill-v1-sys,893,0
0x74690cbd4a1663f3,1,skill-v1-user,914,0
0x5b01bb78b8ab10,1,no-skill,462,0
0x5b01bb78b8ab10,1,skill-v1-sys,786,0
0x5b01bb78b8ab10,1,skill-v1-user,807,0
0x9f24438b726d0f3a,1,no-skill,487,0
0x9f24438b726d0f3a,1,skill-v1-sys,811,0
0x9f24438b726d0f3a,1,skill-v1-user,832,0
0x2fa1faa960d3ff4d,1,no-skill,388,0
0x2fa1faa960d3ff4d,1,skill-v1-sys,712,0
0x2fa1faa960d3ff4d,1,skill-v1-user,733,0
0x55e476f68ad7f863,1,no-skill,1121,0
0x55e476f68ad7f863,1,skill-v1-sys,1445,0
0x55e476f68ad7f863,1,skill-v1-user,1466,0
0x41beffd2aa999b3e,1,no-skill,502,0
0x41beffd2aa999b3e,1,skill-v1-sys,826,0
0x41beffd2aa999b3e,1,skill-v1-user,847,0
0x4542f3064ce147a6,1,no-skill,621,0
0x4542f3064ce147a6,1,skill-v1-sys,945,0
0x4542f3064ce147a6,1,skill-v1-user,966,0
0xbb10734a9975fb01,1,no-skill,446,0
0xbb10734a9975fb01,1,skill-v1-sys,770,0
0xbb10734a9975fb01,1,skill-v1-user,791,0
0x1fcfc14a402f04e7,1,no-skill,622,0
0x1fcfc14a402f04e7,1,skill-v1-sys,946,0
0x1fcfc14a402f04e7,1,skill-v1-user,967,0
0x2e3d5f395688af30,1,no-skill,840,0
0x2e3d5f395688af30,1,skill-v1-sys,1164,0
0x2e3d5f395688af30,1,skill-v1-user,1185,0
0xfeb0c1922e305d8f,1,no-skill,512,0
0xfeb0c1922e305d8f,1,skill-v1-sys,836,0
0xfeb0c1922e305d8f,1,skill-v1-user,857,0
0x2329ede555c8e5f2,1,no-skill,514,0
0x2329ede555c8e5f2,1,skill-v1-sys,838,0
0x2329ede555c8e5f2,1,skill-v1-user,859,0
0xe84176a297cdfb3d,1,no-skill,900,0
0xe84176a297cdfb3d,1,skill-v1-sys,1224,0
0xe84176a297cdfb3d,1,skill-v1-user,1245,0
0xafe1ca729efd765e,1,no-skill,362,0
0xafe1ca729efd765e,1,skill-v1-sys,686,0
0xafe1ca729efd765e,1,skill-v1-user,707,0
0xac58bb8e213a3f09,1,no-skill,319,0
0xac58bb8e213a3f09,1,skill-v1-sys,643,0
0xac58bb8e213a3f09,1,skill-v1-user,664,0
0x6164695bf25b763,1,no-skill,481,0
0x6164695bf25b763,1,skill-v1-sys,805,0
0x6164695bf25b763,1,skill-v1-user,826,0
0x4617fa8f34e19261,1,no-skill,431,0
0x4617fa8f34e19261,1,skill-v1-sys,755,0
0x4617fa8f34e19261,1,skill-v1-user,776,0
0x40ec378b39c70fbf,1,no-skill,631,0
0x40ec378b39c70fbf,1,skill-v1-sys,955,0
0x40ec378b39c70fbf,1,skill-v1-user,976,0
0x1b0485e81f5ca75b,1,no-skill,577,0
0x1b0485e81f5ca75b,1,skill-v1-sys,901,0
0x1b0485e81f5ca75b,1,skill-v1-user,922,0
0x134b1a89f66c0c38,1,no-skill,370,0
0x134b1a89f66c0c38,1,skill-v1-sys,694,0
0x134b1a89f66c0c38,1,skill-v1-user,715,0
0xed3410607170042e,1,no-skill,339,0
0xed3410607170042e,1,skill-v1-sys,663,0
0xed3410607170042e,1,skill-v1-user,684,0
0xe52e575af0779a74,1,no-skill,400,0
0xe52e575af0779a74,1,skill-v1-sys,724,0
0xe52e575af0779a74,1,skill-v1-user,745,0
0xe154b8ff442b710c,1,no-skill,440,0
0xe154b8ff442b710c,1,skill-v1-sys,764,0
0xe154b8ff442b710c,1,skill-v1-user,785,0
0x622d2eb15e3be8c4,1,no-skill,345,0
0x622d2eb15e3be8c4,1,skill-v1-sys,669,0
0x622d2eb15e3be8c4,1,skill-v1-user,690,0
0x6e1baddb5cf8d148,1,no-skill,562,0
0x6e1baddb5cf8d148,1,skill-v1-sys,886,0
0x6e1baddb5cf8d148,1,skill-v1-user,907,0
0x99df18984e03eb65,1,no-skill,432,0
0x99df18984e03eb65,1,skill-v1-sys,756,0
0x99df18984e03eb65,1,skill-v1-user,777,0
0xf386c45d4c87d45f,1,no-skill,624,0
0xf386c45d4c87d45f,1,skill-v1-sys,948,0
0xf386c45d4c87d45f,1,skill-v1-user,969,0
0x670128d13ba79bb,1,no-skill,420,0
0x670128d13ba79bb,1,skill-v1-sys,744,0
0x670128d13ba79bb,1,skill-v1-user,765,0
0x4286354eed755d39,1,no-skill,594,0
0x4286354eed755d39,1,skill-v1-sys,918,0
0x4286354eed755d39,1,skill-v1-user,939,0
0xfc5f5a15bddea08,1,no-skill,499,0
0xfc5f5a15bddea08,1,skill-v1-sys,823,0
0xfc5f5a15bddea08,1,skill-v1-user,844,0
0x787cfa6911875684,1,no-skill,375,0
0x787cfa6911875684,1,skill-v1-sys,699,0
0x787cfa6911875684,1,skill-v1-user,720,0
0x5661147f56775f96,1,no-skill,573,0
0x5661147f56775f96,1,skill-v1-sys,897,0
0x5661147f56775f96,1,skill-v1-user,918,0
0x993533ab795c8ccc,1,no-skill,931,0
0x993533ab795c8ccc,1,skill-v1-sys,1255,0
0x993533ab795c8ccc,1,skill-v1-user,1276,0
0x89779c8caf7791e5,1,no-skill,444,0
0x89779c8caf7791e5,1,skill-v1-sys,768,0
0x89779c8caf7791e5,1,skill-v1-user,789,0
0xa14be316c25754a1,1,no-skill,394,0
0xa14be316c25754a1,1,skill-v1-sys,718,0
0xa14be316c25754a1,1,skill-v1-user,739,0
0x622d5f73d9a5aa71,1,no-skill,431,0
0x622d5f73d9a5aa71,1,skill-v1-sys,755,0
0x622d5f73d9a5aa71,1,skill-v1-user,776,0
0x9dfe4359ab72831f,1,no-skill,2353,0
0x9dfe4359ab72831f,1,skill-v1-sys,2677,0
0x9dfe4359ab72831f,1,skill-v1-user,2698,0
0xefc63bf052dbd471,1,no-skill,493,0
0xefc63bf052dbd471,1,skill-v1-sys,817,0
0xefc63bf052dbd471,1,skill-v1-user,838,0
0x855c67116ddae300,1,no-skill,868,0
0x855c67116ddae300,1,skill-v1-sys,1192,0
0x855c67116ddae300,1,skill-v1-user,1213,0
0x5d2082973cd1de6,1,no-skill,536,0
0x5d2082973cd1de6,1,skill-v1-sys,860,0
0x5d2082973cd1de6,1,skill-v1-user,881,0
0xab682274c8aa69ac,1,no-skill,582,0
0xab682274c8aa69ac,1,skill-v1-sys,906,0
0xab682274c8aa69ac,1,skill-v1-user,927,0
0xcd78312ecd6c7481,1,no-skill,618,0
0xcd78312ecd6c7481,1,skill-v1-sys,942,0
0xcd78312ecd6c7481,1,skill-v1-user,963,0
0xb800c4b2ad5adf74,1,no-skill,642,0
0xb800c4b2ad5adf74,1,skill-v1-sys,966,0
0xb800c4b2ad5adf74,1,skill-v1-user,987,0
0xb6a7e9cf16afa5f2,1,no-skill,383,0
0xb6a7e9cf16afa5f2,1,skill-v1-sys,707,0
0xb6a7e9cf16afa5f2,1,skill-v1-user,728,0
0x48961e3529831a29,1,no-skill,377,0
0x48961e3529831a29,1,skill-v1-sys,701,0
0x48961e3529831a29,1,skill-v1-user,722,0
0xd062557002d21b8e,1,no-skill,425,0
0xd062557002d21b8e,1,skill-v1-sys,749,0
0xd062557002d21b8e,1,skill-v1-user,770,0
0x5bd1a9ff46fa2791,1,no-skill,687,0
0x5bd1a9ff46fa2791,1,skill-v1-sys,1011,0
0x5bd1a9ff46fa2791,1,skill-v1-user,1032,0
0xb7de9bf2ce1f8957,1,no-skill,950,0
0xb7de9bf2ce1f8957,1,skill-v1-sys,1274,0
0xb7de9bf2ce1f8957,1,skill-v1-user,1295,0
0x51d88c0fbf976cf,1,no-skill,564,0
0x51d88c0fbf976cf,1,skill-v1-sys,888,0
0x51d88c0fbf976cf,1,skill-v1-user,909,0
0x519cf83c70df824a,1,no-skill,488,0
0x519cf83c70df824a,1,skill-v1-sys,812,0
0x519cf83c70df824a,1,skill-v1-user,833,0
0x2375d5a56d1733e0,1,no-skill,383,0
0x2375d5a56d1733e0,1,skill-v1-sys,707,0
0x2375d5a56d1733e0,1,skill-v1-user,728,0
0x7a2eef1e788acd0a,1,no-skill,1244,0
0x7a2eef1e788acd0a,1,skill-v1-sys,1568,0
0x7a2eef1e788acd0a,1,skill-v1-user,1589,0
0xd7f219ef6fde3aaa,1,no-skill,566,0
0xd7f219ef6fde3aaa,1,skill-v1-sys,890,0
0xd7f219ef6fde3aaa,1,skill-v1-user,911,0
0xddd5142d310552d4,1,no-skill,642,0
0xddd5142d310552d4,1,skill-v1-sys,966,0
0xddd5142d310552d4,1,skill-v1-user,987,0
0x7cf7c7b9c6f3f50c,1,no-skill,480,0
0x7cf7c7b9c6f3f50c,1,skill-v1-sys,804,0
0x7cf7c7b9c6f3f50c,1,skill-v1-user,825,0
0xe5428bcc9f459872,1,no-skill,667,0
0xe5428bcc9f459872,1,skill-v1-sys,991,0
0xe5428bcc9f459872,1,skill-v1-user,1012,0
0xab7ba09a1a9f94dd,1,no-skill,420,0
0xab7ba09a1a9f94dd,1,skill-v1-sys,744,0
0xab7ba09a1a9f94dd,1,skill-v1-user,765,0
0x23fbd383a4651951,1,no-skill,938,0
0x23fbd383a4651951,1,skill-v1-sys,1262,0
0x23fbd383a4651951,1,skill-v1-user,1283,0
0x440adab404d75eb0,1,no-skill,377,0
0x440adab404d75eb0,1,skill-v1-sys,701,0
0x440adab404d75eb0,1,skill-v1-user,722,0
0x7a1445091cb93b16,1,no-skill,532,0
0x7a1445091cb93b16,1,skill-v1-sys,856,0
0x7a1445091cb93b16,1,skill-v1-user,877,0
0x52061587acc7238c,1,no-skill,433,0
0x52061587acc7238c,1,skill-v1-sys,757,0
0x52061587acc7238c,1,skill-v1-user,778,0
0x1e52f1c6283a59d3,1,no-skill,573,0
0x1e52f1c6283a59d3,1,skill-v1-sys,897,0
0x1e52f1c6283a59d3,1,skill-v1-user,918,0
0x2b25936df36265ba,1,no-skill,444,0
0x2b25936df36265ba,1,skill-v1-sys,768,0
0x2b25936df36265ba,1,skill-v1-user,789,0
0xd2cc2407317e92ed,1,no-skill,439,0
0xd2cc2407317e92ed,1,skill-v1-sys,763,0
0xd2cc2407317e92ed,1,skill-v1-user,784,0
0x3eebc34f60c8bcad,1,no-skill,382,0
0x3eebc34f60c8bcad,1,skill-v1-sys,706,0
0x3eebc34f60c8bcad,1,skill-v1-user,727,0
0xda0015ed91d423e2,1,no-skill,550,0
0xda0015ed91d423e2,1,skill-v1-sys,874,0
0xda0015ed91d423e2,1,skill-v1-user,895,0
0xe59583a147d4a52f,1,no-skill,470,0
0xe59583a147d4a52f,1,skill-v1-sys,794,0
0xe59583a147d4a52f,1,skill-v1-user,815,0
0xd8518c340e06f1d5,1,no-skill,1063,0
0xd8518c340e06f1d5,1,skill-v1-sys,1387,0
0xd8518c340e06f1d5,1,skill-v1-user,1408,0
0x8b9e40ff41772fe7,1,no-skill,499,0
0x8b9e40ff41772fe7,1,skill-v1-sys,823,0
0x8b9e40ff41772fe7,1,skill-v1-user,844,0
0x3aca061bb64b466c,1,no-skill,454,0
0x3aca061bb64b466c,1,skill-v1-sys,778,0
0x3aca061bb64b466c,1,skill-v1-user,799,0
0x2907d3700a9ef3ec,1,no-skill,529,0
0x2907d3700a9ef3ec,1,skill-v1-sys,853,0
0x2907d3700a9ef3ec,1,skill-v1-user,874,0
0xd0b6b55c1b35d7b9,1,no-skill,504,0
0xd0b6b55c1b35d7b9,1,skill-v1-sys,828,0
0xd0b6b55c1b35d7b9,1,skill-v1-user,849,0
0x2cb8c657336a205c,1,no-skill,639,0
0x2cb8c657336a205c,1,skill-v1-sys,963,0
0x2cb8c657336a205c,1,skill-v1-user,984,0
0xb091051d7da67a2,1,no-skill,1073,0
0xb091051d7da67a2,1,skill-v1-sys,1397,0
0xb091051d7da67a2,1,skill-v1-user,1418,0
0x21b50431fa893d52,1,no-skill,446,0
0x21b50431fa893d52,1,skill-v1-sys,770,0
0x21b50431fa893d52,1,skill-v1-user,791,0
0x50dd2131f6b51363,1,no-skill,605,0
0x50dd2131f6b51363,1,skill-v1-sys,929,0
0x50dd2131f6b51363,1,skill-v1-user,950,0
0x27acadc062b8b2af,1,no-skill,4993,0
0x27acadc062b8b2af,1,skill-v1-sys,5317,0
0x27acadc062b8b2af,1,skill-v1-user,5338,0
0xfc385e6f069dece0,1,no-skill,594,0
0xfc385e6f069dece0,1,skill-v1-sys,918,0
0xfc385e6f069dece0,1,skill-v1-user,939,0
0x3aaf67613ca2c213,1,no-skill,451,0
0x3aaf67613ca2c213,1,skill-v1-sys,775,0
0x3aaf67613ca2c213,1,skill-v1-user,796,0
0xc1269dbb052e194f,1,no-skill,1755,0
0xc1269dbb052e194f,1,skill-v1-sys,2079,0
0xc1269dbb052e194f,1,skill-v1-user,2100,0
0x87af92adc86c02fc,1,no-skill,469,0
0x87af92adc86c02fc,1,skill-v1-sys,793,0
0x87af92adc86c02fc,1,skill-v1-user,814,0
0x9d931af98aba9842,1,no-skill,704,0
0x9d931af98aba9842,1,skill-v1-sys,1028,0
0x9d931af98aba9842,1,skill-v1-user,1049,0
0xd628f5109385b72a,1,no-skill,756,0
0xd628f5109385b72a,1,skill-v1-sys,1080,0
0xd628f5109385b72a,1,skill-v1-user,1101,0
0x14056f5f2b173955,1,no-skill,551,0
0x14056f5f2b173955,1,skill-v1-sys,875,0
0x14056f5f2b173955,1,skill-v1-user,896,0
0xf996769d93c5d56f,1,no-skill,414,0
0xf996769d93c5d56f,1,skill-v1-sys,738,0
0xf996769d93c5d56f,1,skill-v1-user,759,0
0xf1de82ecbb1c4ac4,1,no-skill,1115,0
0xf1de82ecbb1c4ac4,1,skill-v1-sys,1439,0
0xf1de82ecbb1c4ac4,1,skill-v1-user,1460,0
0x508e2bf8c0941ce,1,no-skill,659,0
0x508e2bf8c0941ce,1,skill-v1-sys,983,0
0x508e2bf8c0941ce,1,skill-v1-user,1004,0
0x6590853dd2b42857,1,no-skill,1884,0
0x6590853dd2b42857,1,skill-v1-sys,2208,0
0x6590853dd2b42857,1,skill-v1-user,2229,0
0xb49c4a186c10038d,1,no-skill,929,0
0xb49c4a186c10038d,1,skill-v1-sys,1253,0
0xb49c4a186c10038d,1,skill-v1-user,1274,0
0xeade8e2d7cd4999b,1,no-skill,394,0
0xeade8e2d7cd4999b,1,skill-v1-sys,718,0
0xeade8e2d7cd4999b,1,skill-v1-user,739,0
0xcebc981d7eb897a0,1,no-skill,479,0
0xcebc981d7eb897a0,1,skill-v1-sys,803,0
0xcebc981d7eb897a0,1,skill-v1-user,824,0
0xcc66e1d5832a7ac3,1,no-skill,452,0
0xcc66e1d5832a7ac3,1,skill-v1-sys,776,0
0xcc66e1d5832a7ac3,1,skill-v1-user,797,0
0xbb7ca9db9cf58de8,1,no-skill,531,0
0xbb7ca9db9cf58de8,1,skill-v1-sys,855,0
0xbb7ca9db9cf58de8,1,skill-v1-user,876,0
0xdf79883bb23f63a0,1,no-skill,765,0
0xdf79883bb23f63a0,1,skill-v1-sys,1089,0
0xdf79883bb23f63a0,1,skill-v1-user,1110,0
0x687bfa29e28a2386,1,no-skill,552,0
0x687bfa29e28a2386,1,skill-v1-sys,876,0
0x687bfa29e28a2386,1,skill-v1-user,897,0
0x9a4acc884241f882,1,no-skill,1075,0
0x9a4acc884241f882,1,skill-v1-sys,1399,0
0x9a4acc884241f882,1,skill-v1-user,1420,0
0x897d31aaf07c35cb,1,no-skill,772,0
0x897d31aaf07c35cb,1,skill-v1-sys,1096,0
0x897d31aaf07c35cb,1,skill-v1-user,1117,0
0xf0cdd90be409776,1,no-skill,474,0
0xf0cdd90be409776,1,skill-v1-sys,798,0
0xf0cdd90be409776,1,skill-v1-user,819,0
0x42156a1d040c0440,1,no-skill,504,0
0x42156a1d040c0440,1,skill-v1-sys,828,0
0x42156a1d040c0440,1,skill-v1-user,849,0
0x20d3366de7c6bea1,1,no-skill,469,0
0x20d3366de7c6bea1,1,skill-v1-sys,793,0
0x20d3366de7c6bea1,1,skill-v1-user,814,0
0x1ddd6b937371164e,1,no-skill,456,0
0x1ddd6b937371164e,1,skill-v1-sys,780,0
0x1ddd6b937371164e,1,skill-v1-user,801,0
0x9d2511ebdc542047,1,no-skill,509,0
0x9d2511ebdc542047,1,skill-v1-sys,833,0
0x9d2511ebdc542047,1,skill-v1-user,854,0
0x28b3c00c7794a4c9,1,no-skill,814,0
0x28b3c00c7794a4c9,1,skill-v1-sys,1138,0
0x28b3c00c7794a4c9,1,skill-v1-user,1159,0
0xe1121454f7950c82,1,no-skill,651,0
0xe1121454f7950c82,1,skill-v1-sys,975,0
0xe1121454f7950c82,1,skill-v1-user,996,0
0xc357517d61d4695e,1,no-skill,792,0
0xc357517d61d4695e,1,skill-v1-sys,1116,0
0xc357517d61d4695e,1,skill-v1-user,1137,0
0x8bfd92a53ac7ed6e,1,no-skill,388,0
0x8bfd92a53ac7ed6e,1,skill-v1-sys,712,0
0x8bfd92a53ac7ed6e,1,skill-v1-user,733,0
0x6df341733e32b840,1,no-skill,524,0
0x6df341733e32b840,1,skill-v1-sys,848,0
0x6df341733e32b840,1,skill-v1-user,869,0
0xa5fdb4d4ab77462e,1,no-skill,466,0
0xa5fdb4d4ab77462e,1,skill-v1-sys,790,0
0xa5fdb4d4ab77462e,1,skill-v1-user,811,0
0xc672132462d32202,1,no-skill,355,0
0xc672132462d32202,1,skill-v1-sys,679,0
0xc672132462d32202,1,skill-v1-user,700,0
0x55a456f58710ebfa,1,no-skill,463,0
0x55a456f58710ebfa,1,skill-v1-sys,787,0
0x55a456f58710ebfa,1,skill-v1-user,808,0
0x4f17aa562f7b9e2d,1,no-skill,482,0
0x4f17aa562f7b9e2d,1,skill-v1-sys,806,0
0x4f17aa562f7b9e2d,1,skill-v1-user,827,0
